N,Etiqueta,TS,ciudad,nodo_concentrador,nodo_estandar,nodo_backup,ruta,caja_codigo,color_buffer
1,UIO-Gosseal (A)-Whymper (E)(B)/Whymper (E)(A)-F02-PE16B-CAF,UIO,UIO,Gosseal (A),Whymper (E)(B),Whymper (E)(A),F02,PE16B,CAF
2,UIO-Gosseal (A)-Whymper (E)(A)/Whymper (E)(B)-F02-PE15B-CAF,UIO,UIO,Gosseal (A),Whymper (E)(A),Whymper (E)(B),F02,PE15B,CAF
3,UIO-Gosseal (A)-Whymper (E)(B)/Whymper (E)(A)-F02-PE14B-CAF,UIO,UIO,Gosseal (A),Whymper (E)(B),Whymper (E)(A),F02,PE14B,CAF
4,UIO-Gosseal (A)-Whymper (E)(A)/Whymper (E)(B)-F02-PE13B-CAF,UIO,UIO,Gosseal (A),Whymper (E)(A),Whymper (E)(B),F02,PE13B,CAF
5,UIO-Gosseal (A)-Whymper (E)(B)/Whymper (E)(A)-F02-PE12B-VER,UIO,UIO,Gosseal (A),Whymper (E)(B),Whymper (E)(A),F02,PE12B,VER
6,UIO-Gosseal (A)-Whymper (E)(A)/Whymper (E)(B)-F02-PE11B-VER,UIO,UIO,Gosseal (A),Whymper (E)(A),Whymper (E)(B),F02,PE11B,VER
7,UIO-Gosseal (A)-Whymper (E)(B)/Whymper (E)(A)-F02-PE10B-VER,UIO,UIO,Gosseal (A),Whymper (E)(B),Whymper (E)(A),F02,PE10B,VER
8,UIO-Gosseal (A)-Whymper (E)(A)/Whymper (E)(B)-F02-PE09B-VER,UIO,UIO,Gosseal (A),Whymper (E)(A),Whymper (E)(B),F02,PE09B,VER
9,UIO-Gosseal (A)-Whymper (E)(B)/Whymper (E)(A)-F02-PE08B-NAR,UIO,UIO,Gosseal (A),Whymper (E)(B),Whymper (E)(A),F02,PE08B,NAR
10,UIO-Gosseal (A)-Whymper (E)(A)/Whymper (E)(B)-F02-PE07B-NAR,UIO,UIO,Gosseal (A),Whymper (E)(A),Whymper (E)(B),F02,PE07B,NAR
11,UIO-Gosseal (A)-Whymper (E)(B)/Whymper (E)(A)-F02-PE06B-NAR,UIO,UIO,Gosseal (A),Whymper (E)(B),Whymper (E)(A),F02,PE06B,NAR
12,UIO-Gosseal (A)-Whymper (E)(A)/Whymper (E)(B)-F02-PE05B-NAR,UIO,UIO,Gosseal (A),Whymper (E)(A),Whymper (E)(B),F02,PE05B,NAR
13,UIO-Gosseal (A)-Whymper (E)(B)/Whymper (E)(A)-F02-PE04B-AZU,UIO,UIO,Gosseal (A),Whymper (E)(B),Whymper (E)(A),F02,PE04B,AZU
14,UIO-Gosseal (A)-Whymper (E)(A)/Whymper (E)(B)-F02-PE03B-AZU,UIO,UIO,Gosseal (A),Whymper (E)(A),Whymper (E)(B),F02,PE03B,AZU
15,UIO-Gosseal (A)-Whymper (E)(B)/Whymper (E)(A)-F02-PE02B-AZU,UIO,UIO,Gosseal (A),Whymper (E)(B),Whymper (E)(A),F02,PE02B,AZU
16,UIO-Gosseal (A)-Whymper (E)(A)/Whymper (E)(B)-F02-PE01B-AZU,UIO,UIO,Gosseal (A),Whymper (E)(A),Whymper (E)(B),F02,PE01B,AZU
17,UIO-Sur 2 (A)-Solanda (E)/Sur 2 (A)-F03-C19B-ROS,UIO,UIO,Sur 2 (A),Solanda (E),Sur 2 (A),F03,C19B,ROS
18,UIO-Sur 2 (A)-Solanda (E)/Sur 2 (A)-F03-C18B-ROS,UIO,UIO,Sur 2 (A),Solanda (E),Sur 2 (A),F03,C18B,ROS
19,UIO-Sur 2 (A)-Sur 2 (A)/Solanda (E)-F03-C17A-ROS,UIO,UIO,Sur 2 (A),Sur 2 (A),Solanda (E),F03,C17A,ROS
20,UIO-Sur 2 (A)-Solanda (E)/Sur 2 (A)-F03-C16A-VIO,UIO,UIO,Sur 2 (A),Solanda (E),Sur 2 (A),F03,C16A,VIO
21,UIO-Sur 2 (A)-Sur 2 (A)/Solanda (E)-F03-C15A-VIO,UIO,UIO,Sur 2 (A),Sur 2 (A),Solanda (E),F03,C15A,VIO
22,UIO-Sur 2 (A)-Solanda (E)/Sur 2 (A)-F03-C14A-GRI,UIO,UIO,Sur 2 (A),Solanda (E),Sur 2 (A),F03,C14A,GRI
23,UIO-Sur 2 (A)-Sur 2 (A)/Solanda (E)-F03-C13A-GRI,UIO,UIO,Sur 2 (A),Sur 2 (A),Solanda (E),F03,C13A,GRI
24,UIO-Sur 2 (A)-Solanda (E)/Sur 2 (A)-F03-C12A-AZU,UIO,UIO,Sur 2 (A),Solanda (E),Sur 2 (A),F03,C12A,AZU
25,UIO-Sur 2 (A)-Sur 2 (A)/Solanda (E)-F03-C11A-AZU,UIO,UIO,Sur 2 (A),Sur 2 (A),Solanda (E),F03,C11A,AZU
26,UIO-Sur 2 (A)-Solanda (E)/Sur 2 (A)-F03-C10A-NEG,UIO,UIO,Sur 2 (A),Solanda (E),Sur 2 (A),F03,C10A,NEG
27,UIO-Sur 2 (A)-Sur 2 (A)/Solanda (E)-F03-C09A-CAF,UIO,UIO,Sur 2 (A),Sur 2 (A),Solanda (E),F03,C09A,CAF
28,UIO-Sur 2 (A)-Solanda (E)/Sur 2 (A)-F03-C08A-CEL,UIO,UIO,Sur 2 (A),Solanda (E),Sur 2 (A),F03,C08A,CEL
29,UIO-Sur 2 (A)-Sur 2 (A)/Solanda (E)-F03-C07A-CEL,UIO,UIO,Sur 2 (A),Sur 2 (A),Solanda (E),F03,C07A,CEL
30,UIO-Sur 2 (A)-Solanda (E)/Sur 2 (A)-F03-C06A-NAR,UIO,UIO,Sur 2 (A),Solanda (E),Sur 2 (A),F03,C06A,NAR
31,UIO-Sur 2 (A)-Sur 2 (A)/Solanda (E)-F03-C05A-NAR,UIO,UIO,Sur 2 (A),Sur 2 (A),Solanda (E),F03,C05A,NAR
32,UIO-Sur 2 (A)-Solanda (E)/Sur 2 (A)-F03-C04A-VER,UIO,UIO,Sur 2 (A),Solanda (E),Sur 2 (A),F03,C04A,VER
33,UIO-Sur 2 (A)-Sur 2 (A)/Solanda (E)-F03-C03A-VER,UIO,UIO,Sur 2 (A),Sur 2 (A),Solanda (E),F03,C03A,VER
34,UIO-Sur 2 (A)-Solanda (E)/Sur 2 (A)-F03-C02A-AMA,UIO,UIO,Sur 2 (A),Solanda (E),Sur 2 (A),F03,C02A,AMA
35,UIO-Sur 2 (A)-Sur 2 (A)/Solanda (E)-F03-C01A-AMA,UIO,UIO,Sur 2 (A),Sur 2 (A),Solanda (E),F03,C01A,AMA
36,UIO-Armenia (A)-Pintag (E)/N/A-F01-PC12A-CEL,UIO,,,,,,,
37,UIO-Armenia (A)-Pintag (E)/N/A-F01-PC11A-ROS,UIO,,,,,,,
38,UIO-Armenia (A)-Pintag (E)/N/A-F01-PC10A-VIO,UIO,,,,,,,
39,UIO-Armenia (A)-Pintag (E)/N/A-F01-PC09A-AMA,UIO,,,,,,,
40,UIO-Armenia (A)-Pintag (E)/N/A-F01-PC08A-NEG,UIO,,,,,,,
41,UIO-Armenia (A)-Pintag (E)/N/A-F01-PC07A-ROJ,UIO,,,,,,,
42,UIO-Armenia (A)-Pintag (E)/N/A-F01-PC06A-BLA,UIO,,,,,,,
43,UIO-Armenia (A)-Pintag (E)/N/A-F01-PC05A-GRI,UIO,,,,,,,
44,UIO-Armenia (A)-Pintag (E)/N/A-F01-PC04A-CAF,UIO,,,,,,,
45,UIO-Armenia (A)-Pintag (E)/N/A-F01-PC03A-VER,UIO,,,,,,,
46,UIO-Armenia (A)-Pintag (E)/N/A-F01-PC02A-NAR,UIO,,,,,,,
47,UIO-Armenia (A)-Pintag (E)/N/A-F01-PC01A-AZU,UIO,,,,,,,
48,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC16B-NEG,UIO,,,,,,,
49,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC15B-NEG,UIO,,,,,,,
50,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC14B-ROJ,UIO,,,,,,,
51,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC13B-ROJ,UIO,,,,,,,
52,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC12B-BLA,UIO,,,,,,,
53,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC11B-BLA,UIO,,,,,,,
54,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC10B-GRI,UIO,,,,,,,
55,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC09B-GRI,UIO,,,,,,,
56,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC08B-CAF,UIO,,,,,,,
57,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC07B-CAF,UIO,,,,,,,
58,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC06B-VER,UIO,,,,,,,
59,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC05B-VER,UIO,,,,,,,
60,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC04B-NAR,UIO,,,,,,,
61,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC03B-NAR,UIO,,,,,,,
62,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC02B-AZU,UIO,,,,,,,
63,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC01B-AZU,UIO,,,,,,,
64,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC24B-CEL,UIO,,,,,,,
65,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC23B-CEL,UIO,,,,,,,
66,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC22B-ROS,UIO,,,,,,,
67,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC21B-ROS,UIO,,,,,,,
68,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC20B-VIO,UIO,,,,,,,
69,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC19B-VIO,UIO,,,,,,,
70,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC18B-AMA,UIO,,,,,,,
71,UIO-Sur 2 (A)-Calle 3 (E)/N/A-F03-PC17B-AMA,UIO,,,,,,,
72,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC24B-CEL,UIO,,,,,,,
73,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC23B-CEL,UIO,,,,,,,
74,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC22B-ROS,UIO,,,,,,,
75,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC21B-ROS,UIO,,,,,,,
76,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC20B-VIO,UIO,,,,,,,
77,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC19B-VIO,UIO,,,,,,,
78,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC18B-AMA,UIO,,,,,,,
79,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC17B-AMA,UIO,,,,,,,
80,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC16B-NEG,UIO,,,,,,,
81,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC15B-NEG,UIO,,,,,,,
82,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC02B-AZU,UIO,,,,,,,
83,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC01B-AZU,UIO,,,,,,,
84,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC14B-ROJ,UIO,,,,,,,
85,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC13B-ROJ,UIO,,,,,,,
86,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC12B-BLA,UIO,,,,,,,
87,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC11B-BLA,UIO,,,,,,,
88,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC10B-GRI,UIO,,,,,,,
89,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC09B-GRI,UIO,,,,,,,
90,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC08B-CAF,UIO,,,,,,,
91,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC07B-CAF,UIO,,,,,,,
92,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC06B-VER,UIO,,,,,,,
93,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC05B-VER,UIO,,,,,,,
94,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC04B-NAR,UIO,,,,,,,
95,UIO-Armenia (A)-Pintag (E)/N/A-F02-PC03B-NAR,UIO,,,,,,,
96,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C40B-ROS,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C40B,ROS
97,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C39B-ROS,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C39B,ROS
98,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C38B-ROS,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C38B,ROS
99,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C37B-ROS,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C37B,ROS
100,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C36B-VIO,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C36B,VIO
101,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C35B-VIO,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C35B,VIO
102,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C34B-VIO,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C34B,VIO
103,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C33B-VIO,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C33B,VIO
104,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C32B-GRI,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C32B,GRI
105,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C31B-GRI,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C31B,GRI
106,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C30B-GRI,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C30B,GRI
107,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C29B-GRI,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C29B,GRI
108,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C28B-AZU,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C28B,AZU
109,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C27B-AZU,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C27B,AZU
110,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C26B-AZU,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C26B,AZU
111,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C25B-AZU,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C25B,AZU
112,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C24B-NEG,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C24B,NEG
113,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C23B-NEG,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C23B,NEG
114,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C22B-NEG,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C22B,NEG
115,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C21B-NEG,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C21B,NEG
116,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C20B-CAF,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C20B,CAF
117,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C19B-CAF,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C19B,CAF
118,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C18B-CAF,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C18B,CAF
119,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C17B-CAF,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C17B,CAF
120,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C16B-CEL,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C16B,CEL
121,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C15B-CEL,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C15B,CEL
122,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C14B-CEL,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C14B,CEL
123,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C13B-CEL,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C13B,CEL
124,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C12B-NAR,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C12B,NAR
125,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C11B-NAR,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C11B,NAR
126,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C10B-NAR,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C10B,NAR
127,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C09B-NAR,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C09B,NAR
128,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C08B-VER,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C08B,VER
129,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C07B-VER,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C07B,VER
130,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C06B-VER,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C06B,VER
131,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C05B-VER,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C05B,VER
132,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C04B-AMA,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C04B,AMA
133,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C03B-AMA,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C03B,AMA
134,UIO-Sur 2 (A)-Recreo (E)/Sur 2 (A)-F01-C02B-AMA,UIO,UIO,Sur 2 (A),Recreo (E),Sur 2 (A),F01,C02B,AMA
135,UIO-Sur 2 (A)-Sur 2 (A)/Recreo (E)-F01-C01B-AMA,UIO,UIO,Sur 2 (A),Sur 2 (A),Recreo (E),F01,C01B,AMA
136,UIO-Sur 2 (A)-Calle H (E)/N/A-F04-PC16B-CEL,UIO,,,,,,,
137,UIO-Sur 2 (A)-Calle H (E)/N/A-F04-PC15B-CEL,UIO,,,,,,,
138,UIO-Sur 2 (A)-Calle H (E)/N/A-F04-PC13B-ROS,UIO,,,,,,,
139,UIO-Sur 2 (A)-Calle H (E)/N/A-F04-PC14B-ROS,UIO,,,,,,,
140,UIO-Sur 2 (A)-Calle H (E)/N/A-F04-PC12B-VIO,UIO,,,,,,,
141,UIO-Sur 2 (A)-Calle H (E)/N/A-F04-PC11B-VIO,UIO,,,,,,,
142,UIO-Sur 2 (A)-Calle H (E)/N/A-F04-PC10B-AMA,UIO,,,,,,,
143,UIO-Sur 2 (A)-Calle H (E)/N/A-F04-PC09B-AMA,UIO,,,,,,,
144,UIO-Sur 2 (A)-Calle H (E)/N/A-F04-PC08A-NEG,UIO,,,,,,,
145,UIO-Sur 2 (A)-Calle H (E)/N/A-F04-PC07A-ROJ,UIO,,,,,,,
146,UIO-Sur 2 (A)-Calle H (E)/N/A-F04-PC03A-VER,UIO,,,,,,,
147,UIO-Sur 2 (A)-Calle H (E)/N/A-F04-PC02A-NAR,UIO,,,,,,,
148,UIO-Sur 2 (A)-Calle H (E)/N/A-F04-PC01A-AZU,UIO,,,,,,,
149,UIO-Sur 2 (A)-Calle H (E)/N/A-F04-PC06A-BLA,UIO,,,,,,,
150,UIO-Sur 2 (A)-Calle H (E)/N/A-F04-PC05A-GRI,UIO,,,,,,,
151,UIO-Sur 2 (A)-Calle H (E)/N/A-F04-PC04A-CAF,UIO,,,,,,,
152,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC24B-CEL,UIO,,,,,,,
153,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC23B-CEL,UIO,,,,,,,
154,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC22B-ROS,UIO,,,,,,,
155,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC21B-ROS,UIO,,,,,,,
156,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC20B-VIO,UIO,,,,,,,
157,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC19B-VIO,UIO,,,,,,,
158,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC18B-AMA,UIO,,,,,,,
159,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC17B-AMA,UIO,,,,,,,
160,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC16B-NEG,UIO,,,,,,,
161,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC15B-NEG,UIO,,,,,,,
162,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC14B-ROJ,UIO,,,,,,,
163,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC13B-ROJ,UIO,,,,,,,
164,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC12B-BLA,UIO,,,,,,,
165,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC11B-BLA,UIO,,,,,,,
166,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC09B-GRI,UIO,,,,,,,
167,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC10B-GRI,UIO,,,,,,,
168,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC08B-CAF,UIO,,,,,,,
169,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC07B-CAF,UIO,,,,,,,
170,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC06B-VER,UIO,,,,,,,
171,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC05B-VER,UIO,,,,,,,
172,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC04B-NAR,UIO,,,,,,,
173,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC03B-NAR,UIO,,,,,,,
174,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC02B-AZU,UIO,,,,,,,
175,UIO-Gosseal (A)-Nogales (E)/N/A-F01-PC01B-AZU,UIO,,,,,,,
176,UIO-Sur 2 (A)-Gualleturo (E)/N/A-F01-PC12B-CAF,UIO,,,,,,,
177,UIO-Sur 2 (A)-Gualleturo (E)/N/A-F01-PC11B-CAF,UIO,,,,,,,
178,UIO-Sur 2 (A)-Gualleturo (E)/N/A-F01-PC10B-CAF,UIO,,,,,,,
179,UIO-Sur 2 (A)-Gualleturo (E)/N/A-F01-PC09B-VER,UIO,,,,,,,
180,UIO-Sur 2 (A)-Gualleturo (E)/N/A-F01-PC08B-VER,UIO,,,,,,,
181,UIO-Sur 2 (A)-Gualleturo (E)/N/A-F01-PC07B-VER,UIO,,,,,,,
182,UIO-Sur 2 (A)-Gualleturo (E)/N/A-F01-PC06B-NAR,UIO,,,,,,,
183,UIO-Sur 2 (A)-Gualleturo (E)/N/A-F01-PC05B-NAR,UIO,,,,,,,
184,UIO-Sur 2 (A)-Gualleturo (E)/N/A-F01-PC04B-NAR,UIO,,,,,,,
185,UIO-Sur 2 (A)-Gualleturo (E)/N/A-F01-PC03B-AZU,UIO,,,,,,,
186,UIO-Sur 2 (A)-Gualleturo (E)/N/A-F01-PC02B-AZU,UIO,,,,,,,
187,UIO-Sur 2 (A)-Gualleturo (E)/N/A-F01-PC01B-AZU,UIO,,,,,,,
188,UIO-Armenia (A)-Pintag (E)/San Nicolas (E)-F01-PC16A-CEL,UIO,UIO,Armenia (A),Pintag (E),San Nicolas (E),F01,PC16A,CEL
189,UIO-Armenia (A)-Pintag (E)/San Nicolas (E)-F01-PC15A-ROS,UIO,UIO,Armenia (A),Pintag (E),San Nicolas (E),F01,PC15A,ROS
190,UIO-Armenia (A)-Pintag (E)/San Nicolas (E)-F01-PC14A-VIO,UIO,UIO,Armenia (A),Pintag (E),San Nicolas (E),F01,PC14A,VIO
191,UIO-Armenia (A)-Pintag (E)/San Nicolas (E)-F01-PC13A-AMA,UIO,UIO,Armenia (A),Pintag (E),San Nicolas (E),F01,PC13A,AMA
192,UIO-Armenia (A)-Pintag (E)/San Nicolas (E)-F01-PC12A-NEG,UIO,UIO,Armenia (A),Pintag (E),San Nicolas (E),F01,PC12A,NEG
193,UIO-Armenia (A)-Pintag (E)/San Nicolas (E)-F01-PC11A-ROJ,UIO,UIO,Armenia (A),Pintag (E),San Nicolas (E),F01,PC11A,ROJ
194,UIO-Armenia (A)-Pintag (E)/San Nicolas (E)-F01-PC10A-BLA,UIO,UIO,Armenia (A),Pintag (E),San Nicolas (E),F01,PC10A,BLA
195,UIO-Armenia (A)-Pintag (E)/San Nicolas (E)-F01-PC09A-GRI,UIO,UIO,Armenia (A),Pintag (E),San Nicolas (E),F01,PC09A,GRI
196,UIO-Armenia (A)-San Nicolas (E)/Pintag (E)-F01-PC08A-CEL,UIO,UIO,Armenia (A),San Nicolas (E),Pintag (E),F01,PC08A,CEL
197,UIO-Armenia (A)-San Nicolas (E)/Pintag (E)-F01-PC07A-ROS,UIO,UIO,Armenia (A),San Nicolas (E),Pintag (E),F01,PC07A,ROS
198,UIO-Armenia (A)-San Nicolas (E)/Pintag (E)-F01-PC06A-VIO,UIO,UIO,Armenia (A),San Nicolas (E),Pintag (E),F01,PC06A,VIO
199,UIO-Armenia (A)-San Nicolas (E)/Pintag (E)-F01-PC05A-AMA,UIO,UIO,Armenia (A),San Nicolas (E),Pintag (E),F01,PC05A,AMA
200,UIO-Armenia (A)-San Nicolas (E)/Pintag (E)-F01-PC04A-NEG,UIO,UIO,Armenia (A),San Nicolas (E),Pintag (E),F01,PC04A,NEG
201,UIO-Armenia (A)-San Nicolas (E)/Pintag (E)-F01-PC03A-ROJ,UIO,UIO,Armenia (A),San Nicolas (E),Pintag (E),F01,PC03A,ROJ
202,UIO-Armenia (A)-San Nicolas (E)/Pintag (E)-F01-PC02A-BLA,UIO,UIO,Armenia (A),San Nicolas (E),Pintag (E),F01,PC02A,BLA
203,UIO-Armenia (A)-San Nicolas (E)/Pintag (E)-F01-PC01A-GRI,UIO,UIO,Armenia (A),San Nicolas (E),Pintag (E),F01,PC01A,GRI
204,UIO-Borromoni (A)-Tababela (E)/N/A-F01-PC12A-CEL,UIO,,,,,,,
